concept	property	prop_count	pos_tag	is_only_adj	is_last_word_noun
urbanization	local	332	[('local', 'JJ')]	True	False
depression	modifiable	28	[('modifiable', 'JJ')]	True	False
rolling stones	western	106	[('western', 'JJ')]	True	False
chlorambucil	immunosuppressive	22	[('immunosuppressive', 'JJ')]	True	False
doberman pinscher	aggressive	32	[('aggressive', 'JJ')]	True	False
atomic force microscopy	analytical	77	[('analytical', 'JJ')]	True	False
blueberry	organic	355	[('organic', 'JJ')]	True	False
wall	typical	82	[('typical', 'JJ')]	True	False
budget	organizational	46	[('organizational', 'JJ')]	True	False
confidence	personal	635	[('personal', 'JJ')]	True	False
dizziness	negative	109	[('negative', 'JJ')]	True	False
lightning	environmental	592	[('environmental', 'JJ')]	True	False
hydroquinone	topical	63	[('topical', 'JJ')]	True	False
noise	negative	109	[('negative', 'JJ')]	True	False
flash	rich	58	[('rich', 'JJ')]	True	False
screen	unnecessary	12	[('unnecessary', 'JJ')]	True	False
diners club	international	277	[('international', 'JJ')]	True	False
rotation	desirable	29	[('desirable', 'JJ')]	True	False
cabinet	hard	160	[('hard', 'JJ')]	True	False
google chrome	popular	467	[('popular', 'JJ')]	True	False
colorant	pharmaceutical	45	[('pharmaceutical', 'JJ')]	True	False
rubber	impermeable	11	[('impermeable', 'JJ')]	True	False
zinc	essential	297	[('essential', 'JJ')]	True	False
foam	cellular	81	[('cellular', 'JJ')]	True	False
reiki	natural	709	[('natural', 'JJ')]	True	False
carrot	healthy	115	[('healthy', 'JJ')]	True	False
linearity	typical	82	[('typical', 'JJ')]	True	False
towel	domestic	82	[('domestic', 'JJ')]	True	False
justice	moral	26	[('moral', 'JJ')]	True	False
fungal infections	 uncommon	19	[('uncommon', 'JJ')]	True	False
temperament	intrinsic	34	[('intrinsic', 'JJ')]	True	False
credit card	sensitive	195	[('sensitive', 'JJ')]	True	False
methylene blue	intravenous	14	[('intravenous', 'JJ')]	True	False
bdnf	neurotrophic	12	[('neurotrophic', 'JJ')]	True	False
router	active	130	[('active', 'JJ')]	True	False
nickel	residual	12	[('residual', 'JJ')]	True	False
cell	small	653	[('small', 'JJ')]	True	False
cheese	healthy	115	[('healthy', 'JJ')]	True	False
blood pressure	traditional	682	[('traditional', 'JJ')]	True	False
collard	cruciferous	22	[('cruciferous', 'JJ')]	True	False
dye	common	802	[('common', 'JJ')]	True	False
airline	common	802	[('common', 'JJ')]	True	False
urinary retention	urinary	14	[('urinary', 'JJ')]	True	False
clinic	basic	667	[('basic', 'JJ')]	True	False
asparagus	green	60	[('green', 'JJ')]	True	False
heartburn	common	802	[('common', 'JJ')]	True	False
poacher	 individual	182	[('individual', 'JJ')]	True	False
anxiety	potential	99	[('potential', 'JJ')]	True	False
regulator	external	443	[('external', 'JJ')]	True	False
dry mouth	negative	109	[('negative', 'JJ')]	True	False
sydney opera house	global	202	[('global', 'JJ')]	True	False
vodka	alcoholic	13	[('alcoholic', 'JJ')]	True	False
gluten free	dietary	96	[('dietary', 'JJ')]	True	False
shigella	invasive	67	[('invasive', 'JJ')]	True	False
college	traditional	682	[('traditional', 'JJ')]	True	False
aluminum	basic	667	[('basic', 'JJ')]	True	False
lathe	conventional	429	[('conventional', 'JJ')]	True	False
trust	psychological	106	[('psychological', 'JJ')]	True	False
prodigy	commercial	172	[('commercial', 'JJ')]	True	False
lunch boxes	personal	635	[('personal', 'JJ')]	True	False
tungsten carbide	contemporary	73	[('contemporary', 'JJ')]	True	False
amplitude	instrumental	11	[('instrumental', 'JJ')]	True	False
ph value	environmental	592	[('environmental', 'JJ')]	True	False
grass	organic	355	[('organic', 'JJ')]	True	False
perfume	small	653	[('small', 'JJ')]	True	False
determiner	functional	143	[('functional', 'JJ')]	True	False
weight gain	undesirable	45	[('undesirable', 'JJ')]	True	False
police	formal	60	[('formal', 'JJ')]	True	False
blonde	 individual	182	[('individual', 'JJ')]	True	False
protective layer	auxiliary	74	[('auxiliary', 'JJ')]	True	False
video conferencing	interactive	57	[('interactive', 'JJ')]	True	False
body weight	physiological	81	[('physiological', 'JJ')]	True	False
math	traditional	682	[('traditional', 'JJ')]	True	False
crime statistics	 important	22	[('important', 'JJ')]	True	False
staphylococcus	common	802	[('common', 'JJ')]	True	False
cream	viscous	14	[('viscous', 'JJ')]	True	False
kansas	conservative	33	[('conservative', 'JJ')]	True	False
culture	external	443	[('external', 'JJ')]	True	False
concrete	rigid	25	[('rigid', 'JJ')]	True	False
duration	basic	667	[('basic', 'JJ')]	True	False
mathematica	commercial	172	[('commercial', 'JJ')]	True	False
ethanol	renewable	60	[('renewable', 'JJ')]	True	False
foreclosure	unpleasant	41	[('unpleasant', 'JJ')]	True	False
papaya	local	332	[('local', 'JJ')]	True	False
live oak	large	852	[('large', 'JJ')]	True	False
baud	 metric	44	[('metric', 'JJ')]	True	False
apple	high	125	[('high', 'JJ')]	True	False
two way radio	electronic	281	[('electronic', 'JJ')]	True	False
media player	portable	91	[('portable', 'JJ')]	True	False
firefly	beneficial	42	[('beneficial', 'JJ')]	True	False
propylene glycol	organic	355	[('organic', 'JJ')]	True	False
rattlesnake	native	76	[('native', 'JJ')]	True	False
shortness of breath	serious	276	[('serious', 'JJ')]	True	False
plutonium	nuclear	22	[('nuclear', 'JJ')]	True	False
beef	traditional	682	[('traditional', 'JJ')]	True	False
india	populous	10	[('populous', 'JJ')]	True	False
phone number	valid	12	[('valid', 'JJ')]	True	False
glycolic acid	active	130	[('active', 'JJ')]	True	False
pepper	hot	59	[('hot', 'JJ')]	True	False
native americans	ethnic	20	[('ethnic', 'JJ')]	True	False
mitomycin c	conventional	429	[('conventional', 'JJ')]	True	False
hyundai	global	202	[('global', 'JJ')]	True	False
environment	extrinsic	42	[('extrinsic', 'JJ')]	True	False
zinc oxide	basic	667	[('basic', 'JJ')]	True	False
captive	 individual	182	[('individual', 'JJ')]	True	False
right to life	fundamental	87	[('fundamental', 'JJ')]	True	False
pen	loose	68	[('loose', 'JJ')]	True	False
armani	huge	10	[('huge', 'JJ')]	True	False
canoeing	recreational	163	[('recreational', 'JJ')]	True	False
cyclosporine	oral	110	[('oral', 'JJ')]	True	False
micron	 metric	44	[('metric', 'JJ')]	True	False
bleeding	surgical	58	[('surgical', 'JJ')]	True	False
photograph	optional	126	[('optional', 'JJ')]	True	False
clothe	small	653	[('small', 'JJ')]	True	False
set	common	802	[('common', 'JJ')]	True	False
bladder	secondary	180	[('secondary', 'JJ')]	True	False
slate	local	332	[('local', 'JJ')]	True	False
google chrome	common	802	[('common', 'JJ')]	True	False
hilton	global	202	[('global', 'JJ')]	True	False
livestock	agricultural	114	[('agricultural', 'JJ')]	True	False
printer	auxiliary	74	[('auxiliary', 'JJ')]	True	False
wiki	online social	11	[('online', 'JJ'), ('social', 'JJ')]	True	False
personal protective equipment	personal	635	[('personal', 'JJ')]	True	False
light intensity	abiotic	71	[('abiotic', 'JJ')]	True	False
master card	expensive	62	[('expensive', 'JJ')]	True	False
cold	external	443	[('external', 'JJ')]	True	False
diabetes	secondary	180	[('secondary', 'JJ')]	True	False
bcg	live	65	[('live', 'JJ')]	True	False
democracy	western	106	[('western', 'JJ')]	True	False
health center	local	332	[('local', 'JJ')]	True	False
tomatoes	 different	40	[('different', 'JJ')]	True	False
wheelchair	medical	456	[('medical', 'JJ')]	True	False
smart phone	advanced	233	[('advanced', 'JJ')]	True	False
paris	urban	75	[('urban', 'JJ')]	True	False
down syndrome	neurodevelopmental	13	[('neurodevelopmental', 'JJ')]	True	False
infrared	analytical	77	[('analytical', 'JJ')]	True	False
space	advanced	233	[('advanced', 'JJ')]	True	False
tensile strength	physicochemical	72	[('physicochemical', 'JJ')]	True	False
twitter	free	99	[('free', 'JJ')]	True	False
tornado	meteorological	28	[('meteorological', 'JJ')]	True	False
foam	complex	256	[('complex', 'JJ')]	True	False
dyspnea	severe	151	[('severe', 'JJ')]	True	False
brisbane	australian	18	[('australian', 'JJ')]	True	False
cisco	international	277	[('international', 'JJ')]	True	False
drought	severe	151	[('severe', 'JJ')]	True	False
running	vigorous	16	[('vigorous', 'JJ')]	True	False
general electric	big	266	[('big', 'JJ')]	True	False
poisson	common	802	[('common', 'JJ')]	True	False
oat	whole	14	[('whole', 'JJ')]	True	False
brace	adaptive	10	[('adaptive', 'JJ')]	True	False
volcom	big	266	[('big', 'JJ')]	True	False
pdf	popular	467	[('popular', 'JJ')]	True	False
louvre	famous	126	[('famous', 'JJ')]	True	False
health	traditional	682	[('traditional', 'JJ')]	True	False
pomegranates	 red	40	[('red', 'JJ')]	True	False
kombucha	probiotic	16	[('probiotic', 'JJ')]	True	False
property	initial	18	[('initial', 'JJ')]	True	False
americans with disabilities act	federal	114	[('federal', 'JJ')]	True	False
vibration	external	443	[('external', 'JJ')]	True	False
drug use	illegal	24	[('illegal', 'JJ')]	True	False
map reading	basic	667	[('basic', 'JJ')]	True	False
rubber	natural	709	[('natural', 'JJ')]	True	False
lawn	small	653	[('small', 'JJ')]	True	False
antifungal	pharmacological	36	[('pharmacological', 'JJ')]	True	False
redox potential	environmental	592	[('environmental', 'JJ')]	True	False
eggs	 white	49	[('white', 'JJ')]	True	False
relative humidity	atmospheric	41	[('atmospheric', 'JJ')]	True	False
mica	natural	709	[('natural', 'JJ')]	True	False
discussion	instructional	22	[('instructional', 'JJ')]	True	False
terrain	geographic	34	[('geographic', 'JJ')]	True	False
religion	hot	59	[('hot', 'JJ')]	True	False
autoimmune disease	medical	456	[('medical', 'JJ')]	True	False
employer	external	443	[('external', 'JJ')]	True	False
zinc	global	202	[('global', 'JJ')]	True	False
personal bankruptcy	poor	47	[('poor', 'JJ')]	True	False
valine	essential	297	[('essential', 'JJ')]	True	False
athletic	physical	686	[('physical', 'JJ')]	True	False
polyimide	thermoplastic	33	[('thermoplastic', 'JJ')]	True	False
safflower	small	653	[('small', 'JJ')]	True	False
salicylic acid	organic	355	[('organic', 'JJ')]	True	False
mirtazapine	atypical	19	[('atypical', 'JJ')]	True	False
glass fiber	composite	23	[('composite', 'JJ')]	True	False
yahoo	large	852	[('large', 'JJ')]	True	False
benzene	industrial	201	[('industrial', 'JJ')]	True	False
mitomycin c	chemotherapeutic	33	[('chemotherapeutic', 'JJ')]	True	False
antelope	big	266	[('big', 'JJ')]	True	False
u s fish	regulatory	41	[('regulatory', 'JJ')]	True	False
bar graph	graphical	34	[('graphical', 'JJ')]	True	False
diary	external	443	[('external', 'JJ')]	True	False
pedicure	regular	82	[('regular', 'JJ')]	True	False
microsoft	high	125	[('high', 'JJ')]	True	False
air pollution	 invisible	12	[('invisible', 'JJ')]	True	False
divorce	secondary	180	[('secondary', 'JJ')]	True	False
vodka	common	802	[('common', 'JJ')]	True	False
greenpeace	environmental	592	[('environmental', 'JJ')]	True	False
physical inactivity	risky	20	[('risky', 'JJ')]	True	False
photograph	extraneous	19	[('extraneous', 'JJ')]	True	False
canopy	structural	156	[('structural', 'JJ')]	True	False
stainless steel	solid	124	[('solid', 'JJ')]	True	False
truck	big	266	[('big', 'JJ')]	True	False
carotenoid	dietary	96	[('dietary', 'JJ')]	True	False
heat wave	natural	709	[('natural', 'JJ')]	True	False
hickory	southern	60	[('southern', 'JJ')]	True	False
casino gambling	 legal	11	[('legal', 'JJ')]	True	False
spoon	personal	635	[('personal', 'JJ')]	True	False
water heater	large	852	[('large', 'JJ')]	True	False
tower	large	852	[('large', 'JJ')]	True	False
eclipse	popular	467	[('popular', 'JJ')]	True	False
family	vulnerable	45	[('vulnerable', 'JJ')]	True	False
fortune	financial	212	[('financial', 'JJ')]	True	False
elephant	african	36	[('african', 'JJ')]	True	False
head trauma	environmental	592	[('environmental', 'JJ')]	True	False
ravens	 common	142	[('common', 'JJ')]	True	False
refrigerator	electronic	281	[('electronic', 'JJ')]	True	False
shrew	small	653	[('small', 'JJ')]	True	False
foreclosure	terrible	24	[('terrible', 'JJ')]	True	False
genital infections	 common	142	[('common', 'JJ')]	True	False
elephant	social	388	[('social', 'JJ')]	True	False
maize	agricultural	114	[('agricultural', 'JJ')]	True	False
banana	fresh	148	[('fresh', 'JJ')]	True	False
poem	short	21	[('short', 'JJ')]	True	False
psoriasis	severe	151	[('severe', 'JJ')]	True	False
superoxide dismutase	notable	42	[('notable', 'JJ')]	True	False
deer	urban	75	[('urban', 'JJ')]	True	False
low weight	technical	122	[('technical', 'JJ')]	True	False
riesling	traditional	682	[('traditional', 'JJ')]	True	False
arm	large	852	[('large', 'JJ')]	True	False
thomas hobbes	political	40	[('political', 'JJ')]	True	False
video game	interactive	57	[('interactive', 'JJ')]	True	False
gas	thermodynamic	24	[('thermodynamic', 'JJ')]	True	False
invoice	complex	256	[('complex', 'JJ')]	True	False
blood	tough	22	[('tough', 'JJ')]	True	False
telecommunication	essential	297	[('essential', 'JJ')]	True	False
mistletoe	parasitic	15	[('parasitic', 'JJ')]	True	False
polyester	biocompatible	18	[('biocompatible', 'JJ')]	True	False
fever	environmental	592	[('environmental', 'JJ')]	True	False
touch	biological	197	[('biological', 'JJ')]	True	False
hurricane katrina	natural	709	[('natural', 'JJ')]	True	False
bread	white	65	[('white', 'JJ')]	True	False
gnutella	unstructured	16	[('unstructured', 'JJ')]	True	False
skateboard	large	852	[('large', 'JJ')]	True	False
cricket	small	653	[('small', 'JJ')]	True	False
hypertension	classical	92	[('classical', 'JJ')]	True	False
painter	creative	64	[('creative', 'JJ')]	True	False
clothing	traditional	682	[('traditional', 'JJ')]	True	False
soil	local	332	[('local', 'JJ')]	True	False
social worker	medical	456	[('medical', 'JJ')]	True	False
glutathione peroxidase	cellular	81	[('cellular', 'JJ')]	True	False
sugarbeet	sensitive	195	[('sensitive', 'JJ')]	True	False
thrush	small	653	[('small', 'JJ')]	True	False
sugar	traditional	682	[('traditional', 'JJ')]	True	False
si	classic	86	[('classic', 'JJ')]	True	False
plain	natural	709	[('natural', 'JJ')]	True	False
cafe	small	653	[('small', 'JJ')]	True	False
polarizer	optical	72	[('optical', 'JJ')]	True	False
salami	italian	28	[('italian', 'JJ')]	True	False
responsibility	positive	70	[('positive', 'JJ')]	True	False
diabetes	pathophysiological	17	[('pathophysiological', 'JJ')]	True	False
crop	natural	709	[('natural', 'JJ')]	True	False
flood	hydrological	10	[('hydrological', 'JJ')]	True	False
aerobic	heavy	207	[('heavy', 'JJ')]	True	False
ethanol	volatile	92	[('volatile', 'JJ')]	True	False
lubricant	functional	143	[('functional', 'JJ')]	True	False
selenium	dietary	96	[('dietary', 'JJ')]	True	False
capacitor	active	130	[('active', 'JJ')]	True	False
rituximab	therapeutic	70	[('therapeutic', 'JJ')]	True	False
coat	heavy	207	[('heavy', 'JJ')]	True	False
capital punishment	contemporary	73	[('contemporary', 'JJ')]	True	False
methylamine	aliphatic	53	[('aliphatic', 'JJ')]	True	False
respiratory depressions	 dangerous	32	[('dangerous', 'JJ')]	True	False
chelating agent	conventional	429	[('conventional', 'JJ')]	True	False
nitrile	sensitive	195	[('sensitive', 'JJ')]	True	False
transcription factor	nuclear	22	[('nuclear', 'JJ')]	True	False
metal	high	125	[('high', 'JJ')]	True	False
migraine	common	802	[('common', 'JJ')]	True	False
injury	unforeseen	24	[('unforeseen', 'JJ')]	True	False
ascorbic acid	exogenous	40	[('exogenous', 'JJ')]	True	False
chart	detailed	63	[('detailed', 'JJ')]	True	False
wetting agent	optional	126	[('optional', 'JJ')]	True	False
vitamin	optional	126	[('optional', 'JJ')]	True	False
ngos	local	332	[('local', 'JJ')]	True	False
semiconductor	solid	124	[('solid', 'JJ')]	True	False
carbon dioxide	physical	686	[('physical', 'JJ')]	True	False
workplace	social	388	[('social', 'JJ')]	True	False
restraint	psychological	106	[('psychological', 'JJ')]	True	False
belief	cultural	99	[('cultural', 'JJ')]	True	False
total suspended solid	physicochemical	72	[('physicochemical', 'JJ')]	True	False
window	structural	156	[('structural', 'JJ')]	True	False
cotton ball	disposable	41	[('disposable', 'JJ')]	True	False
quito	large	852	[('large', 'JJ')]	True	False
niv	modern	309	[('modern', 'JJ')]	True	False
toaster	loose	68	[('loose', 'JJ')]	True	False
bobcat	heavy	207	[('heavy', 'JJ')]	True	False
goat	soft	247	[('soft', 'JJ')]	True	False
culture	contextual	50	[('contextual', 'JJ')]	True	False
leafs	 green	49	[('green', 'JJ')]	True	False
video game	modern	309	[('modern', 'JJ')]	True	False
folic acid	dietary	96	[('dietary', 'JJ')]	True	False
sebacic acid	aliphatic	53	[('aliphatic', 'JJ')]	True	False
bearing	mechanical	187	[('mechanical', 'JJ')]	True	False
order	legal	102	[('legal', 'JJ')]	True	False
accident	unusual	32	[('unusual', 'JJ')]	True	False
soda can	small	653	[('small', 'JJ')]	True	False
pager	personal	635	[('personal', 'JJ')]	True	False
macaroni	soft	247	[('soft', 'JJ')]	True	False
oklahoma	southern	60	[('southern', 'JJ')]	True	False
occupational therapist	medical	456	[('medical', 'JJ')]	True	False
ligament	fibrous	31	[('fibrous', 'JJ')]	True	False
capacitor	basic	667	[('basic', 'JJ')]	True	False
sarcoidosis	systemic	124	[('systemic', 'JJ')]	True	False
transmission	automotive	31	[('automotive', 'JJ')]	True	False
bitter	basic	667	[('basic', 'JJ')]	True	False
cardiac pacemaker	implantable	11	[('implantable', 'JJ')]	True	False
