animals	animal species,megaherbivores,wide ranging benthivores,large bodied taxa
collectibles	collectible item,inspirational collectible,great collectible,rare item,souvenir,non vintage item,vintage item,collectable,vintage toy
fads	women s casual basic apparel,baby sized outerwear,casual wear
stuffed animals	pocket pets,plush toy,interactive plush toy,small toy breed,great stuffed plush line,infant toy
used for collecting	collection item,popular collection type,small valuable item,small valuable object
used for collections	built in storage,collection material,store important document,popular collection type
used for cuddles	small furry,baby furniture,soft fluffy bedding,baby room,pocket pets,flat and soft area,soft item,infant toy
used for decoration	decorative item,decorative object,decoration material,small decorative item,ornamental decoration,decorative material,interesting home decoration,decorative element,modern decoration
used for fun	fun activity,fun filled activity,fun,popular amusement,active form of amusement,round recreational activity,offer diversion,recreational activity
launchers	third party launcher,custom launcher,grenade launcher,underbarrel grenade launcher,missile weapon,gun pod,projectile weapon,weapon system,portable weapon
small arms	military weapon,portable weapon,weaponry,heavy weapon,large weapon,simple weapon,dedicated weapon,small, two-man portable tactical weapon
jewelry	jewelry item,jewellery,beautiful jewelry
string	short string,stringing material,conventional tubular string,cord,thread,rope,soft rope,flexible loop,natural fiber rope
shot	projectile,shooting event,shooting mode,single shot and transient event,projectile weapon,dart,indirect fire weapon,shooting accessory
passive verbs	nonfinite verb form,strong action verb,verb,positive or negative verb,weak and imprecise verb,concrete verb,interpersonal verb,action verb
have rings	ring,plain ring,o ring,personalized jewelry item,replica jewelry,jewellery item,jewelry item,handmade jewelry component
located in hampers	small clothing item,common household item,household goods
towels	brand name towel,soft dry cloth,laundry product
part of shores	coastal feature,coastal structure,coastal area,open water,eastern shore,coastal location
recreational areas	recreational site,recreation area,developed recreation site,recreational facility,outdoor recreational facility
shorelines	coastal area,coastal feature,coastal structure
shores	eastern shore,coastal area,coastal feature,coastal location,inland area,beach,low lying coastal area,coastal region,coastal system
have palm trees	coastal and low lying vacation area,popular exotic location,developed and water scarce area
vagrants	nonimmigrants,disintegrants,recluse specie,folks,immigrant group,people
towers	tall tower,twin tower,stone tower,tall structure,tallest building,modern skyscraper,high rise building,telecommunication tower
used for scans	scanning apparatus,image reading apparatuses,imaging equipment,imaging apparatuses,electrophotographic imaging apparatus,imaging apparatus,electrophotographic apparatus,scanning instrument
located in barns	farm equipment,small livestock,farm machinery,large livestock,agricultural equipment,domestic livestock,farm product,livestock product,farm animal,farming equipment
capable of rays of light	light,external light,bright light,light object,light source,part of the light,external light source,powerful light source,coherent light source,bright light source
located in ceilings	decorative ceiling fixture,ceiling fixture shape,solid surface ceiling,sloped ceiling,live wallpaper,recessed wall fixture
located in construction sites	construction equipment,type of construction equipment,construction machinery
located in large buildings	part of a building,uncarpeted first floor area,large indoor space
located in new construction	built in high quality material,nonstructural building component,building component,building material,modern building material,building product,building type,built in sort,building s exterior component
located in warehouses	warehouse equipment,built in storage,built in storage facility,warehouse type product,easily moveable storage equipment,modern storage medium,store material
width	length,mm width,distance,dimensional size,size,extent,angle,vertical angle,roughness height parameter
structural members	structural section,structural component,structural part,structural element,structural unit,framework element,finished structural element
mouths	mouth barrier,mouth or throat problem,oral tissue,oral barrier,lobular process,body orifice,body cavity
noses	part of the face,face feature,part of the skull,dental feature,facial or head accessory
tips	applicator tip,natural tip,rigid tip,sticking point,hairstyle tip
toothed whales	baleen whale,whale,large whale,small whale,oceanic dolphin,dolphin,shark,sea mammal,marine mammal
located in bean bags	bean product,bean,chewy bean,dense vegetable,small vegetable,hearty bean
located in bean soup	chewy bean,mucus forming food,edible item,scrumptious puds,dense raw vegetable,dense vegetable,small vegetable,hearty bean,soft mashed moist food,mucus-forming food
located in coffee	milky coffee,coffee speciality,coffee,flavored coffee,starchy liquid
located in containers	in ground container,non edible product,carbohydrate containing food,liquid food,wholesome ingredient
part of beans	bean,bean product,dry bean,vegetable seed,dried bean,legume seed
used for bean bags	bean product,modern storage medium,storage medium,storage material,whole grain,external storage medium,cover small container,whole grain product,store material
used for cooking	method of cooking,type of cooking,cooking equipment,large volume cooking equipment,high temperature cooking,large-volume cooking equipment,cooking vessel
